"rt","response","ParticipantID","TrialType","ClipID","BlockNum","Condition","SoundCategory","CorrectKey","Accuracy"
3643,"3","131","Retrieval",99,8,135,"ep",4,FALSE
5019,"2","131","Retrieval",140,8,-157.5,"synth",3,FALSE
3088,"2","131","Retrieval",144,9,180,"ep",4,FALSE
3376,"4","131","Retrieval",116,9,0,"dar",1,FALSE
3269,"3","131","Retrieval",50,9,67.5,"synth",2,FALSE
3243,"2","131","Retrieval",101,9,135,"ep",4,FALSE
3349,"4","131","Retrieval",117,9,157.5,"ep",4,TRUE
3259,"1","131","Retrieval",82,9,-22.5,"dar",1,TRUE
3472,"2","131","Retrieval",61,9,90,"synth",3,FALSE
3435,"4","131","Retrieval",174,9,45,"orch",3,FALSE
3621,"3","131","Retrieval",186,9,-135,"synth",3,TRUE
3275,"1","131","Retrieval",87,9,112.5,"ep",4,FALSE
3376,"2","131","Retrieval",155,9,-157.5,"synth",2,TRUE
3184,"1","131","Retrieval",49,9,-67.5,"dar",3,FALSE
3232,"1","131","Retrieval",145,9,22.5,"orch",4,FALSE
3243,"4","131","Retrieval",56,9,-45,"dar",3,FALSE
3664,"3","131","Retrieval",17,9,-112.5,"orch",2,FALSE
3003,"1","131","Retrieval",42,9,-90,"orch",1,TRUE
4363,"3","131","Retrieval",16,10,67.5,"ep",2,FALSE
3419,"4","131","Retrieval",26,10,90,"ep",2,FALSE
3728,"2","131","Retrieval",154,10,22.5,"dar",1,FALSE
3499,"4","131","Retrieval",31,10,-90,"dar",3,FALSE
3221,"3","131","Retrieval",137,10,-22.5,"orch",4,FALSE
3232,"4","131","Retrieval",187,10,45,"dar",1,FALSE
3168,"4","131","Retrieval",127,10,157.5,"synth",4,TRUE
3136,"2","131","Retrieval",177,10,-135,"ep",1,FALSE
3355,"3","131","Retrieval",29,10,-112.5,"dar",3,TRUE
3360,"4","131","Retrieval",142,10,0,"orch",4,TRUE
3285,"1","131","Retrieval",166,10,-157.5,"ep",4,FALSE
3477,"4","131","Retrieval",57,10,-67.5,"orch",3,FALSE
3323,"2","131","Retrieval",128,10,180,"synth",3,FALSE
3397,"4","131","Retrieval",102,10,-45,"orch",2,FALSE
3467,"1","131","Retrieval",109,10,135,"synth",3,FALSE
3157,"2","131","Retrieval",70,10,112.5,"synth",3,FALSE
3323,"2","131","Retrieval",25,11,90,"ep",2,TRUE
3627,"4","131","Retrieval",91,11,-45,"orch",3,FALSE
3968,"4","131","Retrieval",125,11,157.5,"synth",4,TRUE
3232,"2","131","Retrieval",14,11,-112.5,"dar",2,TRUE
3461,"1","131","Retrieval",134,11,-22.5,"orch",2,FALSE
3392,"4","131","Retrieval",71,11,112.5,"synth",2,FALSE
3216,"2","131","Retrieval",173,11,-157.5,"ep",4,FALSE
3845,"2","131","Retrieval",95,11,135,"synth",4,FALSE
3381,"3","131","Retrieval",6,11,67.5,"ep",2,FALSE
3387,"1","131","Retrieval",143,11,0,"orch",1,TRUE
3317,"4","131","Retrieval",131,11,180,"synth",2,FALSE
3301,"2","131","Retrieval",34,11,-90,"dar",3,FALSE
3264,"2","131","Retrieval",147,11,22.5,"dar",2,TRUE
3435,"4","131","Retrieval",74,11,-67.5,"orch",4,TRUE
3280,"2","131","Retrieval",191,11,45,"dar",1,FALSE
4752,"2","131","Retrieval",180,11,-135,"ep",2,TRUE
3232,"2","131","Retrieval",129,12,180,"synth",1,FALSE
4544,"4","131","Retrieval",100,12,135,"synth",2,FALSE
3467,"3","131","Retrieval",81,12,-67.5,"orch",1,FALSE
3349,"1","131","Retrieval",89,12,112.5,"synth",1,TRUE
3456,"4","131","Retrieval",2,12,-112.5,"dar",1,FALSE
3445,"3","131","Retrieval",111,12,157.5,"synth",4,FALSE
3269,"3","131","Retrieval",41,12,90,"ep",3,TRUE
3077,"3","131","Retrieval",40,12,-90,"dar",3,TRUE
3339,"4","131","Retrieval",85,12,-45,"orch",1,FALSE
3499,"2","131","Retrieval",162,12,45,"dar",2,TRUE
3205,"3","131","Retrieval",141,12,0,"orch",3,TRUE
3237,"1","131","Retrieval",24,12,67.5,"ep",2,FALSE
3632,"2","131","Retrieval",176,12,-157.5,"ep",4,FALSE
3275,"2","131","Retrieval",110,12,-22.5,"orch",1,FALSE
3296,"2","131","Retrieval",189,12,-135,"ep",3,FALSE
3525,"1","131","Retrieval",136,12,22.5,"dar",4,FALSE
3376,"2","129","Retrieval",124,1,-22.5,"choir",4,FALSE
3851,"2","129","Retrieval",9,1,-135,"acoustic",4,FALSE
4688,"4","129","Retrieval",108,1,90,"willow",2,FALSE
3056,"2","129","Retrieval",32,1,45,"willow",1,FALSE
3488,"1","129","Retrieval",44,1,-112.5,"acoustic",1,TRUE
3088,"3","129","Retrieval",58,1,-90,"acoustic",4,FALSE
4363,"2","129","Retrieval",98,1,-45,"choir",4,FALSE
3995,"4","129","Retrieval",151,1,135,"guitar",4,TRUE
3925,"2","129","Retrieval",55,1,67.5,"willow",2,TRUE
3136,"4","129","Retrieval",172,1,157.5,"guitar",2,FALSE
3269,"1","129","Retrieval",179,1,180,"guitar",4,FALSE
3643,"2","129","Retrieval",18,1,22.5,"willow",3,FALSE
3051,"3","129","Retrieval",4,1,-157.5,"acoustic",4,FALSE
3995,"3","129","Retrieval",181,1,0,"choir",3,TRUE
5328,"3","129","Retrieval",78,1,-67.5,"choir",3,TRUE
5701,"4","129","Retrieval",112,1,112.5,"guitar",3,FALSE
3013,"1","129","Retrieval",97,2,-45,"choir",4,FALSE
3077,"4","129","Retrieval",39,2,-112.5,"acoustic",4,TRUE
3461,"3","129","Retrieval",60,2,-90,"acoustic",4,FALSE
3669,"3","129","Retrieval",168,2,157.5,"guitar",3,TRUE
3456,"2","129","Retrieval",27,2,22.5,"willow",3,FALSE
3189,"3","129","Retrieval",76,2,-67.5,"choir",4,FALSE
3365,"4","129","Retrieval",75,2,67.5,"willow",3,FALSE
3739,"2","129","Retrieval",161,2,135,"guitar",2,TRUE
5867,"1","129","Retrieval",37,2,45,"willow",4,FALSE
3328,"3","129","Retrieval",182,2,0,"choir",3,TRUE
3131,"1","129","Retrieval",146,2,112.5,"guitar",4,FALSE
4043,"3","129","Retrieval",139,2,-22.5,"choir",4,FALSE
3227,"2","129","Retrieval",21,2,-135,"acoustic",3,FALSE
3088,"3","129","Retrieval",92,2,90,"willow",2,FALSE
3419,"1","129","Retrieval",1,2,-157.5,"acoustic",3,FALSE
3504,"3","129","Retrieval",185,2,180,"guitar",3,TRUE
3659,"2","129","Retrieval",164,3,135,"guitar",3,FALSE
3232,"3","129","Retrieval",22,3,22.5,"willow",4,FALSE
3035,"1","129","Retrieval",160,3,0,"choir",1,TRUE
3184,"2","129","Retrieval",23,3,-112.5,"acoustic",2,TRUE
3013,"2","129","Retrieval",170,3,157.5,"guitar",1,FALSE
3147,"1","129","Retrieval",48,3,45,"willow",1,TRUE
3077,"3","129","Retrieval",88,3,-67.5,"choir",4,FALSE
3024,"1","129","Retrieval",5,3,-157.5,"acoustic",1,TRUE
3403,"4","129","Retrieval",159,3,-22.5,"choir",1,FALSE
4747,"2","129","Retrieval",121,3,-45,"choir",3,FALSE
3013,"3","129","Retrieval",94,3,90,"willow",4,FALSE
3168,"1","129","Retrieval",115,3,112.5,"guitar",4,FALSE
3125,"2","129","Retrieval",47,3,-90,"acoustic",3,FALSE
3115,"3","129","Retrieval",66,3,67.5,"willow",1,FALSE
3077,"1","129","Retrieval",20,3,-135,"acoustic",4,FALSE
3205,"4","129","Retrieval",183,3,180,"guitar",2,FALSE
3237,"3","129","Retrieval",175,4,0,"acoustic",3,TRUE
4725,"1","129","Retrieval",93,4,90,"guitar",1,TRUE
3147,"4","129","Retrieval",11,4,-157.5,"choir",2,FALSE
3216,"2","129","Retrieval",113,4,-22.5,"acoustic",1,FALSE
3189,"2","129","Retrieval",118,4,112.5,"willow",2,TRUE
3189,"1","129","Retrieval",157,4,157.5,"willow",1,TRUE
3045,"2","129","Retrieval",3,4,22.5,"guitar",4,FALSE
4261,"4","129","Retrieval",46,4,45,"guitar",4,TRUE
3328,"3","129","Retrieval",69,4,-90,"choir",3,TRUE
3184,"4","129","Retrieval",130,4,135,"willow",4,TRUE
3136,"1","129","Retrieval",63,4,-112.5,"choir",1,TRUE
3237,"2","129","Retrieval",167,4,180,"willow",3,FALSE
3045,"4","129","Retrieval",105,4,-45,"acoustic",2,FALSE
3051,"4","129","Retrieval",83,4,-67.5,"acoustic",2,FALSE
3008,"1","129","Retrieval",67,4,67.5,"guitar",1,TRUE
4757,"1","129","Retrieval",13,4,-135,"choir",2,FALSE
3296,"2","129","Retrieval",190,5,0,"acoustic",3,FALSE
3077,"4","129","Retrieval",149,5,135,"willow",4,TRUE
3008,"3","129","Retrieval",120,5,112.5,"willow",4,FALSE
3115,"3","129","Retrieval",62,5,-112.5,"choir",3,TRUE
3776,"2","129","Retrieval",77,5,67.5,"guitar",2,TRUE
5056,"4","129","Retrieval",53,5,45,"guitar",2,FALSE
3067,"1","129","Retrieval",153,5,157.5,"willow",1,TRUE
3040,"1","129","Retrieval",178,5,180,"willow",1,TRUE
3067,"2","129","Retrieval",38,5,-135,"choir",2,TRUE
3280,"2","129","Retrieval",84,5,90,"guitar",2,TRUE
4704,"1","129","Retrieval",133,5,-22.5,"acoustic",1,TRUE
3173,"4","129","Retrieval",10,5,-157.5,"choir",4,TRUE
3013,"3","129","Retrieval",79,5,-67.5,"acoustic",1,FALSE
3504,"1","129","Retrieval",104,5,-45,"acoustic",4,FALSE
3067,"1","129","Retrieval",72,5,-90,"choir",3,FALSE
3360,"1","129","Retrieval",15,5,22.5,"guitar",1,TRUE
3419,"4","129","Retrieval",152,6,135,"willow",3,FALSE
5520,"2","129","Retrieval",90,6,90,"guitar",3,FALSE
3019,"3","129","Retrieval",169,6,0,"acoustic",1,FALSE
3040,"3","129","Retrieval",19,6,-135,"choir",2,FALSE
3637,"2","129","Retrieval",171,6,180,"willow",3,FALSE
3115,"3","129","Retrieval",12,6,-157.5,"choir",4,FALSE
3851,"1","129","Retrieval",156,6,157.5,"willow",1,TRUE
3152,"3","129","Retrieval",7,6,22.5,"guitar",3,TRUE
3189,"3","129","Retrieval",107,6,-45,"acoustic",2,FALSE
3637,"4","129","Retrieval",148,6,-22.5,"acoustic",2,FALSE
3227,"1","129","Retrieval",68,6,-90,"choir",4,FALSE
3893,"1","129","Retrieval",96,6,-67.5,"acoustic",3,FALSE
3771,"3","129","Retrieval",119,6,112.5,"willow",1,FALSE
3168,"3","129","Retrieval",52,6,-112.5,"choir",2,FALSE
5099,"2","129","Retrieval",59,6,45,"guitar",4,FALSE
3099,"2","129","Retrieval",73,6,67.5,"guitar",1,FALSE
3275,"1","129","Retrieval",8,7,22.5,"synth",3,FALSE
3099,"2","129","Retrieval",176,7,157.5,"ep",2,TRUE
3099,"4","129","Retrieval",103,7,-67.5,"dar",1,FALSE
3147,"3","129","Retrieval",91,7,-90,"orch",1,FALSE
3296,"2","129","Retrieval",187,7,0,"dar",1,FALSE
3083,"2","129","Retrieval",109,7,90,"synth",2,TRUE
3168,"2","129","Retrieval",117,7,112.5,"ep",1,FALSE
5925,"2","129","Retrieval",177,7,180,"ep",2,TRUE
3136,"3","129","Retrieval",28,7,-157.5,"orch",4,FALSE
3216,"1","129","Retrieval",122,7,-45,"dar",3,FALSE
3237,"3","129","Retrieval",51,7,45,"synth",1,FALSE
3157,"2","129","Retrieval",70,7,67.5,"synth",2,TRUE
3104,"1","129","Retrieval",136,7,-22.5,"dar",1,TRUE
3269,"1","129","Retrieval",33,7,-135,"orch",3,FALSE
3179,"4","129","Retrieval",138,7,135,"ep",4,TRUE
3093,"3","129","Retrieval",81,7,-112.5,"orch",2,FALSE
3099,"3","129","Retrieval",89,8,67.5,"synth",4,FALSE
3216,"4","129","Retrieval",166,8,157.5,"ep",1,FALSE
3200,"2","129","Retrieval",147,8,-22.5,"dar",2,TRUE
3227,"1","129","Retrieval",102,8,-90,"orch",1,TRUE
3024,"1","129","Retrieval",191,8,0,"dar",3,FALSE
3115,"4","129","Retrieval",116,8,-45,"dar",3,FALSE
3104,"2","129","Retrieval",42,8,-135,"orch",3,FALSE
3872,"1","129","Retrieval",95,8,90,"synth",3,FALSE
3643,"3","129","Retrieval",189,8,180,"ep",3,TRUE
3120,"1","129","Retrieval",74,8,-112.5,"orch",4,FALSE
3520,"1","129","Retrieval",82,8,-67.5,"dar",4,FALSE
3253,"2","129","Retrieval",132,8,112.5,"ep",2,TRUE
3008,"1","129","Retrieval",50,8,22.5,"synth",1,TRUE
3392,"2","129","Retrieval",17,8,-157.5,"orch",1,FALSE
3221,"3","129","Retrieval",54,8,45,"synth",3,TRUE
3429,"2","129","Retrieval",144,8,135,"ep",2,TRUE
3291,"2","129","Retrieval",150,9,135,"ep",2,TRUE
3253,"1","129","Retrieval",162,9,0,"dar",2,FALSE
3269,"4","129","Retrieval",71,9,67.5,"synth",2,FALSE
4597,"1","129","Retrieval",57,9,-112.5,"orch",2,FALSE
3632,"4","129","Retrieval",173,9,157.5,"ep",3,FALSE
3387,"3","129","Retrieval",114,9,-67.5,"dar",2,FALSE
3509,"1","129","Retrieval",180,9,180,"ep",2,FALSE
5461,"2","129","Retrieval",61,9,45,"synth",4,FALSE
3125,"1","129","Retrieval",36,9,-135,"orch",2,FALSE
3131,"2","129","Retrieval",123,9,112.5,"ep",3,FALSE
3424,"3","129","Retrieval",126,9,-45,"dar",2,FALSE
4677,"4","129","Retrieval",30,9,-157.5,"orch",3,FALSE
3067,"4","129","Retrieval",35,9,22.5,"synth",2,FALSE
3792,"2","129","Retrieval",100,9,90,"synth",2,TRUE
4789,"3","129","Retrieval",85,9,-90,"orch",4,FALSE
3179,"4","129","Retrieval",154,9,-22.5,"dar",1,FALSE
3419,"4","129","Retrieval",65,10,67.5,"ep",3,FALSE
3141,"1","129","Retrieval",111,10,112.5,"synth",2,FALSE
3088,"1","129","Retrieval",31,10,-135,"dar",4,FALSE
3291,"3","129","Retrieval",155,10,157.5,"synth",3,TRUE
3248,"2","129","Retrieval",6,10,22.5,"ep",2,TRUE
3685,"1","129","Retrieval",145,10,-22.5,"orch",1,TRUE
3013,"3","129","Retrieval",64,10,-90,"dar",4,FALSE
3184,"2","129","Retrieval",142,10,-45,"orch",3,FALSE
3115,"3","129","Retrieval",128,10,135,"synth",3,TRUE
NA,NA,"129","Retrieval",106,10,90,"ep",2,NA
3184,"1","129","Retrieval",14,10,-157.5,"dar",3,FALSE
3216,"1","129","Retrieval",25,10,45,"ep",2,FALSE
3061,"2","129","Retrieval",49,10,-112.5,"dar",1,FALSE
NA,NA,"129","Retrieval",163,10,180,"synth",3,NA
3163,"2","129","Retrieval",134,10,-67.5,"orch",4,FALSE
3360,"2","129","Retrieval",188,10,0,"orch",3,FALSE
3157,"4","129","Retrieval",87,11,67.5,"ep",4,TRUE
3040,"1","129","Retrieval",141,11,-45,"orch",1,TRUE
3307,"2","129","Retrieval",135,11,157.5,"synth",2,TRUE
3072,"4","129","Retrieval",99,11,90,"ep",3,FALSE
3221,"4","129","Retrieval",2,11,-157.5,"dar",1,FALSE
3221,"3","129","Retrieval",24,11,22.5,"ep",4,FALSE
3216,"3","129","Retrieval",186,11,180,"synth",2,FALSE
3056,"2","129","Retrieval",127,11,112.5,"synth",4,FALSE
3653,"2","129","Retrieval",80,11,-90,"dar",1,FALSE
3211,"3","129","Retrieval",129,11,135,"synth",3,TRUE
3072,"4","129","Retrieval",192,11,0,"orch",4,TRUE
3088,"4","129","Retrieval",158,11,-22.5,"orch",3,FALSE
3333,"4","129","Retrieval",110,11,-67.5,"orch",2,FALSE
3077,"1","129","Retrieval",26,11,45,"ep",4,FALSE
3141,"4","129","Retrieval",45,11,-112.5,"dar",2,FALSE
3264,"1","129","Retrieval",40,11,-135,"dar",2,FALSE
4144,"1","129","Retrieval",140,12,157.5,"synth",1,TRUE
3061,"2","129","Retrieval",137,12,-67.5,"orch",4,FALSE
3008,"2","129","Retrieval",125,12,112.5,"synth",2,TRUE
3376,"1","129","Retrieval",41,12,45,"ep",1,TRUE
3328,"4","129","Retrieval",16,12,22.5,"ep",4,TRUE
3088,"3","129","Retrieval",143,12,-45,"orch",3,TRUE
3184,"2","129","Retrieval",101,12,90,"ep",4,FALSE
3429,"1","129","Retrieval",43,12,-112.5,"dar",3,FALSE
3275,"1","129","Retrieval",174,12,0,"orch",2,FALSE
3200,"4","129","Retrieval",86,12,67.5,"ep",4,TRUE
3269,"2","129","Retrieval",29,12,-157.5,"dar",4,FALSE
3109,"3","129","Retrieval",56,12,-90,"dar",4,FALSE
3621,"2","129","Retrieval",131,12,135,"synth",4,FALSE
3019,"4","129","Retrieval",165,12,-22.5,"orch",3,FALSE
3669,"4","129","Retrieval",34,12,-135,"dar",4,TRUE
3035,"3","129","Retrieval",184,12,180,"synth",3,TRUE
4859,"3","128","Retrieval",83,1,-90,"acoustic",3,TRUE
5984,"4","128","Retrieval",55,1,45,"willow",4,TRUE
5499,"3","128","Retrieval",10,1,180,"choir",3,TRUE
5387,"2","128","Retrieval",48,1,22.5,"willow",3,FALSE
4101,"3","128","Retrieval",185,1,157.5,"guitar",3,TRUE
3339,"3","128","Retrieval",98,1,-67.5,"choir",3,TRUE
3179,"4","128","Retrieval",44,1,-135,"acoustic",4,TRUE
3248,"1","128","Retrieval",161,1,112.5,"guitar",1,TRUE
5739,"2","128","Retrieval",7,1,0,"guitar",2,TRUE
4304,"4","128","Retrieval",168,1,135,"guitar",4,TRUE
3323,"2","128","Retrieval",94,1,67.5,"willow",2,TRUE
NA,NA,"128","Retrieval",47,1,-112.5,"acoustic",1,NA
3547,"3","128","Retrieval",21,1,-157.5,"acoustic",4,FALSE
3387,"1","128","Retrieval",159,1,-45,"choir",1,TRUE
3952,"4","128","Retrieval",120,1,90,"willow",3,FALSE
3717,"2","128","Retrieval",182,1,-22.5,"choir",4,FALSE
NA,NA,"128","Retrieval",119,2,90,"willow",3,NA
3365,"3","128","Retrieval",183,2,157.5,"guitar",1,FALSE
3589,"3","128","Retrieval",97,2,-67.5,"choir",4,FALSE
3291,"2","128","Retrieval",32,2,22.5,"willow",4,FALSE
3301,"3","128","Retrieval",3,2,0,"guitar",3,TRUE
4112,"2","128","Retrieval",92,2,67.5,"willow",4,FALSE
3291,"1","128","Retrieval",60,2,-112.5,"acoustic",1,TRUE
3264,"1","128","Retrieval",75,2,45,"willow",1,TRUE
3979,"1","128","Retrieval",164,2,112.5,"guitar",2,FALSE
3275,"2","128","Retrieval",160,2,-22.5,"choir",1,FALSE
3376,"1","128","Retrieval",170,2,135,"guitar",3,FALSE
3429,"1","128","Retrieval",139,2,-45,"choir",1,TRUE
3403,"4","128","Retrieval",11,2,180,"choir",4,TRUE
3520,"2","128","Retrieval",39,2,-135,"acoustic",3,FALSE
3963,"1","128","Retrieval",9,2,-157.5,"acoustic",1,TRUE
3787,"2","128","Retrieval",79,2,-90,"acoustic",1,FALSE
3547,"2","128","Retrieval",108,3,67.5,"willow",4,FALSE
4192,"2","128","Retrieval",12,3,180,"choir",2,TRUE
3552,"2","128","Retrieval",58,3,-112.5,"acoustic",1,FALSE
3312,"3","128","Retrieval",96,3,-90,"acoustic",3,TRUE
3573,"2","128","Retrieval",23,3,-135,"acoustic",2,TRUE
4293,"4","128","Retrieval",181,3,-22.5,"choir",4,TRUE
3387,"1","128","Retrieval",179,3,157.5,"guitar",1,TRUE
4208,"4","128","Retrieval",118,3,90,"willow",4,TRUE
3301,"3","128","Retrieval",124,3,-45,"choir",3,TRUE
4571,"2","128","Retrieval",20,3,-157.5,"acoustic",1,FALSE
3451,"2","128","Retrieval",151,3,112.5,"guitar",2,TRUE
4240,"2","128","Retrieval",172,3,135,"guitar",2,TRUE
4267,"4","128","Retrieval",121,3,-67.5,"choir",3,FALSE
3285,"2","128","Retrieval",15,3,0,"guitar",4,FALSE
4256,"4","128","Retrieval",37,3,22.5,"willow",3,FALSE
4928,"3","128","Retrieval",66,3,45,"willow",1,FALSE
4331,"4","128","Retrieval",67,4,45,"guitar",1,FALSE
3573,"3","128","Retrieval",1,4,180,"acoustic",1,FALSE
4240,"3","128","Retrieval",153,4,135,"willow",2,FALSE
3963,"4","128","Retrieval",78,4,-90,"choir",4,TRUE
3680,"1","128","Retrieval",146,4,90,"guitar",1,TRUE
4187,"3","128","Retrieval",59,4,22.5,"guitar",4,FALSE
3419,"3","128","Retrieval",90,4,67.5,"guitar",3,TRUE
3408,"3","128","Retrieval",63,4,-135,"choir",1,FALSE
3504,"1","128","Retrieval",190,4,-22.5,"acoustic",3,FALSE
3349,"2","128","Retrieval",148,4,-45,"acoustic",4,FALSE
3381,"3","128","Retrieval",105,4,-67.5,"acoustic",3,TRUE
4517,"4","128","Retrieval",38,4,-157.5,"choir",3,FALSE
3349,"1","128","Retrieval",68,4,-112.5,"choir",3,FALSE
3845,"1","128","Retrieval",178,4,157.5,"willow",1,TRUE
3339,"4","128","Retrieval",149,4,112.5,"willow",2,FALSE
4400,"2","128","Retrieval",22,4,0,"willow",4,FALSE
4096,"3","128","Retrieval",169,5,-22.5,"acoustic",2,FALSE
3259,"1","128","Retrieval",76,5,-90,"choir",1,TRUE
3387,"2","128","Retrieval",46,5,22.5,"guitar",1,FALSE
3312,"1","128","Retrieval",152,5,112.5,"willow",1,TRUE
4219,"3","128","Retrieval",18,5,0,"willow",2,FALSE
3467,"4","128","Retrieval",84,5,67.5,"guitar",4,TRUE
5163,"2","128","Retrieval",156,5,135,"willow",1,FALSE
3344,"1","128","Retrieval",104,5,-67.5,"acoustic",2,FALSE
3573,"3","128","Retrieval",115,5,90,"guitar",4,FALSE
3739,"4","128","Retrieval",171,5,157.5,"willow",2,FALSE
3968,"2","128","Retrieval",4,5,180,"acoustic",4,FALSE
3301,"1","128","Retrieval",62,5,-135,"choir",3,FALSE
4192,"3","128","Retrieval",72,5,-112.5,"choir",3,TRUE
3243,"1","128","Retrieval",133,5,-45,"acoustic",3,FALSE
4165,"3","128","Retrieval",77,5,45,"guitar",3,TRUE
3376,"2","128","Retrieval",13,5,-157.5,"choir",2,TRUE
3381,"4","128","Retrieval",27,6,0,"willow",4,TRUE
3355,"3","128","Retrieval",88,6,-90,"choir",4,FALSE
3643,"2","128","Retrieval",113,6,-45,"acoustic",2,TRUE
3280,"1","128","Retrieval",107,6,-67.5,"acoustic",3,FALSE
3173,"3","128","Retrieval",5,6,180,"acoustic",3,TRUE
3984,"2","128","Retrieval",53,6,22.5,"guitar",4,FALSE
3584,"3","128","Retrieval",112,6,90,"guitar",4,FALSE
4416,"2","128","Retrieval",69,6,-112.5,"choir",2,TRUE
3451,"3","128","Retrieval",157,6,135,"willow",3,TRUE
4240,"1","128","Retrieval",93,6,67.5,"guitar",3,FALSE
3787,"3","128","Retrieval",19,6,-157.5,"choir",3,TRUE
3509,"2","128","Retrieval",167,6,157.5,"willow",1,FALSE
4080,"3","128","Retrieval",175,6,-22.5,"acoustic",4,FALSE
4011,"2","128","Retrieval",73,6,45,"guitar",4,FALSE
3403,"2","128","Retrieval",52,6,-135,"choir",2,TRUE
3573,"3","128","Retrieval",130,6,112.5,"willow",3,TRUE
3227,"1","128","Retrieval",134,7,-90,"orch",1,TRUE
3024,"2","128","Retrieval",122,7,-67.5,"dar",2,TRUE
3419,"1","128","Retrieval",16,7,0,"ep",4,FALSE
3397,"3","128","Retrieval",144,7,112.5,"ep",3,TRUE
3333,"1","128","Retrieval",166,7,135,"ep",1,TRUE
4501,"1","128","Retrieval",154,7,-45,"dar",4,FALSE
3611,"3","128","Retrieval",127,7,90,"synth",2,FALSE
4325,"4","128","Retrieval",100,7,67.5,"synth",1,FALSE
3472,"2","128","Retrieval",61,7,22.5,"synth",2,TRUE
3867,"4","128","Retrieval",2,7,180,"dar",4,TRUE
3637,"1","128","Retrieval",81,7,-135,"orch",3,FALSE
3211,"2","128","Retrieval",70,7,45,"synth",1,FALSE
4203,"2","128","Retrieval",191,7,-22.5,"dar",3,FALSE
3195,"1","128","Retrieval",85,7,-112.5,"orch",1,TRUE
4192,"4","128","Retrieval",42,7,-157.5,"orch",4,TRUE
4715,"4","128","Retrieval",189,7,157.5,"ep",2,FALSE
4469,"4","128","Retrieval",162,8,-22.5,"dar",4,TRUE
3675,"1","128","Retrieval",102,8,-112.5,"orch",3,FALSE
4811,"1","128","Retrieval",74,8,-135,"orch",2,FALSE
3856,"2","128","Retrieval",180,8,157.5,"ep",4,FALSE
3781,"3","128","Retrieval",147,8,-45,"dar",4,FALSE
3317,"1","128","Retrieval",95,8,67.5,"synth",3,FALSE
4560,"4","128","Retrieval",173,8,135,"ep",2,FALSE
3349,"4","128","Retrieval",33,8,-157.5,"orch",2,FALSE
3333,"3","128","Retrieval",150,8,112.5,"ep",1,FALSE
3419,"4","128","Retrieval",110,8,-90,"orch",4,TRUE
3861,"3","128","Retrieval",6,8,0,"ep",4,FALSE
5061,"2","128","Retrieval",51,8,22.5,"synth",4,FALSE
4635,"2","128","Retrieval",89,8,45,"synth",2,TRUE
3045,"2","128","Retrieval",14,8,180,"dar",2,TRUE
3419,"4","128","Retrieval",125,8,90,"synth",4,TRUE
5461,"3","128","Retrieval",116,8,-67.5,"dar",3,TRUE
4373,"1","128","Retrieval",36,9,-157.5,"orch",3,FALSE
4037,"2","128","Retrieval",24,9,0,"ep",1,FALSE
5237,"4","128","Retrieval",111,9,90,"synth",2,FALSE
4661,"2","128","Retrieval",57,9,-135,"orch",4,FALSE
3488,"3","128","Retrieval",29,9,180,"dar",1,FALSE
4299,"4","128","Retrieval",136,9,-45,"dar",4,TRUE
3008,"4","128","Retrieval",187,9,-22.5,"dar",4,TRUE
5035,"1","128","Retrieval",54,9,22.5,"synth",1,TRUE
3872,"4","128","Retrieval",138,9,112.5,"ep",2,FALSE
3728,"1","128","Retrieval",137,9,-90,"orch",3,FALSE
3371,"1","128","Retrieval",91,9,-112.5,"orch",1,TRUE
3104,"4","128","Retrieval",109,9,67.5,"synth",1,FALSE
3483,"2","128","Retrieval",176,9,135,"ep",4,FALSE
3397,"2","128","Retrieval",126,9,-67.5,"dar",2,TRUE
3456,"1","128","Retrieval",71,9,45,"synth",1,TRUE
3403,"4","128","Retrieval",177,9,157.5,"ep",4,TRUE
4651,"2","128","Retrieval",101,10,67.5,"ep",4,FALSE
3248,"2","128","Retrieval",65,10,45,"ep",3,FALSE
3371,"4","128","Retrieval",142,10,-67.5,"orch",3,FALSE
4101,"1","128","Retrieval",41,10,22.5,"ep",2,FALSE
3760,"2","128","Retrieval",192,10,-22.5,"orch",2,TRUE
3392,"1","128","Retrieval",35,10,0,"synth",1,TRUE
3819,"2","128","Retrieval",186,10,157.5,"synth",1,FALSE
4320,"4","128","Retrieval",135,10,135,"synth",1,FALSE
3323,"1","128","Retrieval",165,10,-45,"orch",4,FALSE
4736,"3","128","Retrieval",40,10,-157.5,"dar",4,FALSE
4144,"1","128","Retrieval",49,10,-135,"dar",2,FALSE
3509,"1","128","Retrieval",17,10,180,"orch",3,FALSE
3621,"4","128","Retrieval",129,10,112.5,"synth",1,FALSE
3253,"3","128","Retrieval",103,10,-90,"dar",2,FALSE
4352,"1","128","Retrieval",56,10,-112.5,"dar",1,TRUE
3136,"3","128","Retrieval",132,10,90,"ep",1,FALSE
3461,"4","128","Retrieval",184,11,157.5,"synth",2,FALSE
3872,"3","128","Retrieval",45,11,-135,"dar",4,FALSE
3424,"2","128","Retrieval",99,11,67.5,"ep",1,FALSE
3499,"2","128","Retrieval",87,11,45,"ep",2,TRUE
4688,"3","128","Retrieval",174,11,-22.5,"orch",4,FALSE
3264,"1","128","Retrieval",25,11,22.5,"ep",1,TRUE
5077,"1","128","Retrieval",82,11,-90,"dar",2,FALSE
