"rt","response","ParticipantID","TrialType","ClipID","BlockNum","Condition","SoundCategory","CorrectKey","Accuracy"
NA,NA,"159","Retrieval",124,1,-67.5,"choir",3,NA
3506,"3","159","Retrieval",38,1,180,"choir",3,TRUE
NA,NA,"159","Retrieval",107,1,-90,"acoustic",2,NA
3013,"2","159","Retrieval",79,1,-112.5,"acoustic",2,TRUE
3866,"4","159","Retrieval",108,1,45,"willow",4,TRUE
4632,"1","159","Retrieval",182,1,-45,"choir",2,FALSE
3344,"3","159","Retrieval",15,1,-22.5,"guitar",4,FALSE
3541,"1","159","Retrieval",75,1,22.5,"willow",3,FALSE
3390,"1","159","Retrieval",23,1,-157.5,"acoustic",1,TRUE
3077,"4","159","Retrieval",152,1,90,"willow",1,FALSE
3048,"1","159","Retrieval",12,1,157.5,"choir",3,FALSE
4447,"1","159","Retrieval",119,1,67.5,"willow",2,FALSE
4011,"2","159","Retrieval",179,1,135,"guitar",2,TRUE
3187,"4","159","Retrieval",172,1,112.5,"guitar",2,FALSE
3065,"2","159","Retrieval",47,1,-135,"acoustic",2,TRUE
3088,"4","159","Retrieval",53,1,0,"guitar",2,FALSE
4301,"1","159","Retrieval",11,2,157.5,"choir",3,FALSE
3669,"1","159","Retrieval",185,2,135,"guitar",1,TRUE
4447,"3","159","Retrieval",130,2,90,"willow",3,TRUE
4522,"2","159","Retrieval",159,2,-67.5,"choir",4,FALSE
3855,"3","159","Retrieval",19,2,180,"choir",3,TRUE
4603,"3","159","Retrieval",55,2,22.5,"willow",1,FALSE
4627,"3","159","Retrieval",118,2,67.5,"willow",3,TRUE
4174,"2","159","Retrieval",59,2,0,"guitar",4,FALSE
5143,"3","159","Retrieval",92,2,45,"willow",1,FALSE
4522,"1","159","Retrieval",170,2,112.5,"guitar",1,TRUE
3936,"4","159","Retrieval",160,2,-45,"choir",3,FALSE
4423,"4","159","Retrieval",39,2,-157.5,"acoustic",3,FALSE
4058,"4","159","Retrieval",58,2,-135,"acoustic",1,FALSE
3936,"4","159","Retrieval",105,2,-90,"acoustic",1,FALSE
3762,"1","159","Retrieval",83,2,-112.5,"acoustic",3,FALSE
4934,"3","159","Retrieval",3,2,-22.5,"guitar",1,FALSE
3988,"3","159","Retrieval",149,3,90,"willow",3,TRUE
3849,"2","159","Retrieval",7,3,-22.5,"guitar",4,FALSE
4458,"3","159","Retrieval",104,3,-90,"acoustic",1,FALSE
5428,"4","159","Retrieval",139,3,-67.5,"choir",2,FALSE
5788,"2","159","Retrieval",120,3,67.5,"willow",4,FALSE
4249,"3","159","Retrieval",181,3,-45,"choir",1,FALSE
4621,"1","159","Retrieval",13,3,180,"choir",1,TRUE
4156,"3","159","Retrieval",94,3,45,"willow",2,FALSE
4075,"3","159","Retrieval",183,3,135,"guitar",3,TRUE
4151,"1","159","Retrieval",66,3,22.5,"willow",1,TRUE
4040,"1","159","Retrieval",46,3,0,"guitar",1,TRUE
4029,"2","159","Retrieval",44,3,-157.5,"acoustic",3,FALSE
5323,"4","159","Retrieval",168,3,112.5,"guitar",4,TRUE
NA,NA,"159","Retrieval",60,3,-135,"acoustic",3,NA
4510,"1","159","Retrieval",96,3,-112.5,"acoustic",4,FALSE
3704,"4","159","Retrieval",10,3,157.5,"choir",4,TRUE
5149,"4","159","Retrieval",167,4,135,"willow",3,FALSE
3825,"4","159","Retrieval",76,4,-112.5,"choir",1,FALSE
3976,"4","159","Retrieval",27,4,-22.5,"willow",3,FALSE
4452,"1","159","Retrieval",21,4,180,"acoustic",1,TRUE
3796,"3","159","Retrieval",52,4,-157.5,"choir",3,TRUE
4052,"2","159","Retrieval",157,4,112.5,"willow",2,TRUE
4243,"1","159","Retrieval",190,4,-45,"acoustic",1,TRUE
3976,"2","159","Retrieval",93,4,45,"guitar",3,FALSE
4551,"3","159","Retrieval",121,4,-90,"choir",1,FALSE
3715,"4","159","Retrieval",113,4,-67.5,"acoustic",4,TRUE
4023,"2","159","Retrieval",68,4,-135,"choir",1,FALSE
3947,"1","159","Retrieval",5,4,157.5,"acoustic",1,TRUE
3692,"3","159","Retrieval",115,4,67.5,"guitar",3,TRUE
4830,"1","159","Retrieval",164,4,90,"guitar",4,FALSE
3634,"3","159","Retrieval",77,4,22.5,"guitar",2,FALSE
4516,"2","159","Retrieval",37,4,0,"willow",4,FALSE
4081,"2","159","Retrieval",151,5,90,"guitar",2,TRUE
3820,"4","159","Retrieval",20,5,180,"acoustic",3,FALSE
3785,"1","159","Retrieval",67,5,22.5,"guitar",4,FALSE
4336,"4","159","Retrieval",84,5,45,"guitar",2,FALSE
5120,"2","159","Retrieval",148,5,-67.5,"acoustic",2,TRUE
5352,"3","159","Retrieval",48,5,0,"willow",4,FALSE
4383,"4","159","Retrieval",4,5,157.5,"acoustic",3,FALSE
4151,"1","159","Retrieval",69,5,-135,"choir",1,TRUE
4331,"3","159","Retrieval",62,5,-157.5,"choir",3,TRUE
3959,"2","159","Retrieval",178,5,135,"willow",2,TRUE
4748,"4","159","Retrieval",112,5,67.5,"guitar",4,TRUE
3617,"2","159","Retrieval",78,5,-112.5,"choir",3,FALSE
3727,"4","159","Retrieval",156,5,112.5,"willow",2,FALSE
4145,"1","159","Retrieval",18,5,-22.5,"willow",1,TRUE
3947,"4","159","Retrieval",98,5,-90,"choir",3,FALSE
4005,"3","159","Retrieval",169,5,-45,"acoustic",3,TRUE
3884,"3","159","Retrieval",73,6,22.5,"guitar",2,FALSE
3878,"4","159","Retrieval",1,6,157.5,"acoustic",4,TRUE
3698,"3","159","Retrieval",97,6,-90,"choir",3,TRUE
3767,"1","159","Retrieval",153,6,112.5,"willow",1,TRUE
4122,"2","159","Retrieval",22,6,-22.5,"willow",2,TRUE
4481,"3","159","Retrieval",133,6,-67.5,"acoustic",3,TRUE
3837,"2","159","Retrieval",63,6,-157.5,"choir",1,FALSE
3686,"1","159","Retrieval",161,6,90,"guitar",3,FALSE
3622,"3","159","Retrieval",175,6,-45,"acoustic",3,TRUE
4394,"4","159","Retrieval",146,6,67.5,"guitar",3,FALSE
3820,"3","159","Retrieval",72,6,-135,"choir",3,TRUE
3953,"3","159","Retrieval",32,6,0,"willow",3,TRUE
3529,"4","159","Retrieval",171,6,135,"willow",1,FALSE
4354,"3","159","Retrieval",90,6,45,"guitar",1,FALSE
3529,"2","159","Retrieval",88,6,-112.5,"choir",4,FALSE
4911,"1","159","Retrieval",9,6,180,"acoustic",4,FALSE
4122,"2","159","Retrieval",85,7,-135,"orch",2,TRUE
4255,"3","159","Retrieval",26,7,0,"ep",3,TRUE
3634,"1","159","Retrieval",24,7,-22.5,"ep",1,TRUE
4261,"2","159","Retrieval",143,7,-90,"orch",4,FALSE
3773,"2","159","Retrieval",29,7,157.5,"dar",2,TRUE
3762,"3","159","Retrieval",110,7,-112.5,"orch",3,TRUE
3698,"2","159","Retrieval",40,7,180,"dar",2,TRUE
4243,"4","159","Retrieval",125,7,67.5,"synth",4,TRUE
4667,"3","159","Retrieval",109,7,45,"synth",3,TRUE
4969,"4","159","Retrieval",176,7,112.5,"ep",2,FALSE
3715,"4","159","Retrieval",89,7,22.5,"synth",1,FALSE
4069,"2","159","Retrieval",57,7,-157.5,"orch",3,FALSE
3582,"1","159","Retrieval",191,7,-45,"dar",1,TRUE
4313,"3","159","Retrieval",136,7,-67.5,"dar",1,FALSE
4005,"1","159","Retrieval",131,7,90,"synth",2,FALSE
4232,"1","159","Retrieval",177,7,135,"ep",3,FALSE
4406,"1","159","Retrieval",162,8,-45,"dar",1,TRUE
4249,"1","159","Retrieval",41,8,0,"ep",2,FALSE
4145,"1","159","Retrieval",95,8,45,"synth",1,TRUE
4098,"3","159","Retrieval",111,8,67.5,"synth",4,FALSE
4034,"1","159","Retrieval",91,8,-135,"orch",3,FALSE
3785,"3","159","Retrieval",70,8,22.5,"synth",3,TRUE
3907,"4","159","Retrieval",128,8,90,"synth",1,FALSE
4760,"2","159","Retrieval",134,8,-112.5,"orch",2,TRUE
4180,"3","159","Retrieval",14,8,157.5,"dar",3,TRUE
5312,"4","159","Retrieval",173,8,112.5,"ep",3,FALSE
3599,"3","159","Retrieval",74,8,-157.5,"orch",3,TRUE
3895,"4","159","Retrieval",189,8,135,"ep",2,FALSE
3622,"2","159","Retrieval",142,8,-90,"orch",2,TRUE
3605,"1","159","Retrieval",154,8,-67.5,"dar",1,TRUE
4238,"4","159","Retrieval",6,8,-22.5,"ep",1,FALSE
3843,"1","159","Retrieval",34,8,180,"dar",1,TRUE
4046,"2","159","Retrieval",102,9,-135,"orch",2,TRUE
3663,"1","159","Retrieval",127,9,67.5,"synth",1,TRUE
3692,"1","159","Retrieval",16,9,-22.5,"ep",2,FALSE
4313,"3","159","Retrieval",187,9,-45,"dar",1,FALSE
4087,"3","159","Retrieval",147,9,-67.5,"dar",3,TRUE
4748,"2","159","Retrieval",129,9,90,"synth",4,FALSE
4331,"1","159","Retrieval",25,9,0,"ep",1,TRUE
4284,"2","159","Retrieval",180,9,135,"ep",2,TRUE
3599,"4","159","Retrieval",71,9,22.5,"synth",3,FALSE
4063,"2","159","Retrieval",141,9,-90,"orch",2,TRUE
4116,"3","159","Retrieval",2,9,157.5,"dar",3,TRUE
4093,"1","159","Retrieval",166,9,112.5,"ep",4,FALSE
3738,"2","159","Retrieval",137,9,-112.5,"orch",2,TRUE
3506,"3","159","Retrieval",31,9,180,"dar",4,FALSE
4197,"3","159","Retrieval",81,9,-157.5,"orch",1,FALSE
4313,"1","159","Retrieval",100,9,45,"synth",2,FALSE
3570,"2","159","Retrieval",43,10,-157.5,"dar",2,TRUE
4394,"3","159","Retrieval",126,10,-90,"dar",4,FALSE
5375,"4","159","Retrieval",82,10,-112.5,"dar",2,FALSE
4278,"2","159","Retrieval",155,10,112.5,"synth",3,FALSE
3907,"1","159","Retrieval",87,10,22.5,"ep",4,FALSE
3733,"4","159","Retrieval",42,10,180,"orch",4,TRUE
4017,"4","159","Retrieval",56,10,-135,"dar",4,TRUE
3930,"2","159","Retrieval",163,10,135,"synth",2,TRUE
3965,"4","159","Retrieval",123,10,67.5,"ep",4,TRUE
3628,"1","159","Retrieval",54,10,0,"synth",3,FALSE
3901,"4","159","Retrieval",192,10,-45,"orch",3,FALSE
3634,"4","159","Retrieval",30,10,157.5,"orch",3,FALSE
3582,"2","159","Retrieval",106,10,45,"ep",2,TRUE
3541,"2","159","Retrieval",150,10,90,"ep",3,FALSE
4156,"4","159","Retrieval",145,10,-67.5,"orch",4,TRUE
4000,"4","159","Retrieval",50,10,-22.5,"synth",4,TRUE
4267,"3","159","Retrieval",45,11,-157.5,"dar",4,FALSE
3878,"4","159","Retrieval",36,11,180,"orch",4,TRUE
4702,"2","159","Retrieval",140,11,112.5,"synth",2,TRUE
3971,"4","159","Retrieval",65,11,22.5,"ep",3,FALSE
4319,"1","159","Retrieval",103,11,-112.5,"dar",4,FALSE
4412,"2","159","Retrieval",64,11,-135,"dar",1,FALSE
3500,"4","159","Retrieval",165,11,-67.5,"orch",4,TRUE
3802,"3","159","Retrieval",174,11,-45,"orch",4,FALSE
4127,"4","159","Retrieval",99,11,45,"ep",4,TRUE
5004,"3","159","Retrieval",8,11,-22.5,"synth",3,TRUE
3605,"2","159","Retrieval",122,11,-90,"dar",1,FALSE
3553,"2","159","Retrieval",61,11,0,"synth",2,TRUE
3680,"3","159","Retrieval",28,11,157.5,"orch",3,TRUE
3512,"4","159","Retrieval",186,11,135,"synth",1,FALSE
4075,"1","159","Retrieval",117,11,67.5,"ep",2,FALSE
3634,"4","159","Retrieval",138,11,90,"ep",3,FALSE
4412,"3","159","Retrieval",33,12,180,"orch",2,FALSE
4162,"1","159","Retrieval",132,12,67.5,"ep",1,TRUE
4725,"3","159","Retrieval",17,12,157.5,"orch",1,FALSE
3808,"1","159","Retrieval",135,12,112.5,"synth",1,TRUE
3831,"2","159","Retrieval",86,12,22.5,"ep",3,FALSE
3529,"3","159","Retrieval",51,12,0,"synth",3,TRUE
4371,"3","159","Retrieval",49,12,-157.5,"dar",3,TRUE
3529,"4","159","Retrieval",80,12,-135,"dar",1,FALSE
3959,"2","159","Retrieval",144,12,90,"ep",3,FALSE
3506,"3","159","Retrieval",35,12,-22.5,"synth",3,TRUE
3558,"3","159","Retrieval",184,12,135,"synth",1,FALSE
4899,"3","159","Retrieval",158,12,-67.5,"orch",3,TRUE
3617,"4","159","Retrieval",101,12,45,"ep",4,TRUE
3477,"4","159","Retrieval",116,12,-90,"dar",3,FALSE
3605,"4","159","Retrieval",114,12,-112.5,"dar",2,FALSE
3605,"3","159","Retrieval",188,12,-45,"orch",3,TRUE
4093,"1","179","Retrieval",76,1,-22.5,"choir",1,TRUE
4441,"2","179","Retrieval",21,1,-90,"acoustic",2,TRUE
5608,"4","179","Retrieval",22,1,67.5,"willow",2,FALSE
3878,"4","179","Retrieval",169,1,45,"acoustic",4,TRUE
4255,"2","179","Retrieval",72,1,-45,"choir",2,TRUE
3547,"3","179","Retrieval",48,1,90,"willow",1,FALSE
4319,"3","179","Retrieval",164,1,180,"guitar",3,TRUE
3825,"4","179","Retrieval",148,1,22.5,"acoustic",4,TRUE
3686,"3","179","Retrieval",156,1,-157.5,"willow",3,TRUE
4627,"4","179","Retrieval",5,1,-112.5,"acoustic",1,FALSE
4905,"3","179","Retrieval",98,1,0,"choir",1,FALSE
5370,"4","179","Retrieval",63,1,-67.5,"choir",3,FALSE
4946,"2","179","Retrieval",93,1,135,"guitar",3,FALSE
3558,"2","179","Retrieval",77,1,112.5,"guitar",1,FALSE
5550,"4","179","Retrieval",167,1,-135,"willow",3,FALSE
4870,"1","179","Retrieval",115,1,157.5,"guitar",3,FALSE
3634,"3","179","Retrieval",151,2,180,"guitar",4,FALSE
5352,"4","179","Retrieval",175,2,45,"acoustic",3,FALSE
4719,"2","179","Retrieval",97,2,0,"choir",2,TRUE
NA,NA,"179","Retrieval",73,2,112.5,"guitar",1,NA
3524,"1","179","Retrieval",88,2,-22.5,"choir",1,TRUE
3483,"3","179","Retrieval",157,2,-157.5,"willow",4,FALSE
3518,"1","179","Retrieval",113,2,22.5,"acoustic",1,TRUE
3976,"3","179","Retrieval",37,2,90,"willow",3,TRUE
3558,"1","179","Retrieval",1,2,-112.5,"acoustic",4,FALSE
3779,"2","179","Retrieval",178,2,-135,"willow",2,TRUE
4046,"2","179","Retrieval",146,2,157.5,"guitar",2,TRUE
4000,"1","179","Retrieval",20,2,-90,"acoustic",1,TRUE
4859,"2","179","Retrieval",68,2,-45,"choir",1,FALSE
4528,"4","179","Retrieval",18,2,67.5,"willow",3,FALSE
3506,"3","179","Retrieval",84,2,135,"guitar",4,FALSE
4139,"2","179","Retrieval",62,2,-67.5,"choir",3,FALSE
4563,"2","179","Retrieval",121,3,0,"choir",4,FALSE
4226,"1","179","Retrieval",32,3,90,"willow",1,TRUE
4168,"2","179","Retrieval",161,3,180,"guitar",1,FALSE
4133,"3","179","Retrieval",190,3,45,"acoustic",2,FALSE
4383,"4","179","Retrieval",67,3,112.5,"guitar",2,FALSE
3529,"1","179","Retrieval",27,3,67.5,"willow",3,FALSE
4214,"3","179","Retrieval",90,3,135,"guitar",1,FALSE
4760,"2","179","Retrieval",52,3,-67.5,"choir",3,FALSE
3547,"2","179","Retrieval",9,3,-90,"acoustic",1,FALSE
3640,"1","179","Retrieval",112,3,157.5,"guitar",1,TRUE
4342,"3","179","Retrieval",133,3,22.5,"acoustic",4,FALSE
4296,"2","179","Retrieval",171,3,-135,"willow",4,FALSE
3495,"2","179","Retrieval",69,3,-45,"choir",1,FALSE
3576,"1","179","Retrieval",153,3,-157.5,"willow",2,FALSE
3524,"3","179","Retrieval",78,3,-22.5,"choir",3,TRUE
3866,"3","179","Retrieval",4,3,-112.5,"acoustic",4,FALSE
3698,"1","179","Retrieval",59,4,90,"guitar",4,FALSE
4145,"4","179","Retrieval",159,4,22.5,"choir",2,FALSE
4110,"4","179","Retrieval",60,4,-45,"acoustic",4,TRUE
3500,"3","179","Retrieval",7,4,67.5,"guitar",2,FALSE
4098,"3","179","Retrieval",152,4,180,"willow",2,FALSE
3808,"4","179","Retrieval",44,4,-67.5,"acoustic",1,FALSE
3884,"3","179","Retrieval",179,4,-135,"guitar",3,TRUE
3773,"1","179","Retrieval",160,4,45,"choir",3,FALSE
3762,"1","179","Retrieval",79,4,-22.5,"acoustic",3,FALSE
4865,"3","179","Retrieval",108,4,135,"willow",4,FALSE
3541,"3","179","Retrieval",170,4,-157.5,"guitar",2,FALSE
4046,"3","179","Retrieval",105,4,0,"acoustic",3,TRUE
3558,"4","179","Retrieval",12,4,-112.5,"choir",2,FALSE
4580,"4","179","Retrieval",75,4,112.5,"willow",4,TRUE
4609,"3","179","Retrieval",38,4,-90,"choir",3,TRUE
3646,"4","179","Retrieval",119,4,157.5,"willow",4,TRUE
5085,"4","179","Retrieval",130,5,180,"willow",3,FALSE
3901,"3","179","Retrieval",92,5,135,"willow",1,FALSE
3837,"2","179","Retrieval",124,5,22.5,"choir",2,TRUE
4470,"4","179","Retrieval",19,5,-90,"choir",4,TRUE
3524,"1","179","Retrieval",39,5,-67.5,"acoustic",1,TRUE
3419,"1","179","Retrieval",47,5,-45,"acoustic",2,FALSE
3518,"4","179","Retrieval",96,5,-22.5,"acoustic",2,FALSE
3471,"3","179","Retrieval",120,5,157.5,"willow",3,TRUE
3471,"2","179","Retrieval",66,5,112.5,"willow",4,FALSE
3547,"3","179","Retrieval",53,5,90,"guitar",2,FALSE
3558,"2","179","Retrieval",10,5,-112.5,"choir",3,FALSE
4476,"3","179","Retrieval",181,5,45,"choir",4,FALSE
3605,"2","179","Retrieval",104,5,0,"acoustic",2,TRUE
3646,"1","179","Retrieval",3,5,67.5,"guitar",3,FALSE
3506,"2","179","Retrieval",185,5,-135,"guitar",2,TRUE
3413,"1","179","Retrieval",172,5,-157.5,"guitar",3,FALSE
3855,"2","179","Retrieval",149,6,180,"willow",1,FALSE
3466,"1","179","Retrieval",118,6,157.5,"willow",1,TRUE
3495,"4","179","Retrieval",183,6,-135,"guitar",4,TRUE
3512,"1","179","Retrieval",182,6,45,"choir",2,FALSE
3477,"1","179","Retrieval",23,6,-67.5,"acoustic",1,TRUE
3495,"3","179","Retrieval",107,6,0,"acoustic",3,TRUE
4243,"3","179","Retrieval",83,6,-22.5,"acoustic",4,FALSE
4272,"4","179","Retrieval",168,6,-157.5,"guitar",3,FALSE
3506,"2","179","Retrieval",94,6,135,"willow",2,TRUE
5027,"2","179","Retrieval",139,6,22.5,"choir",2,TRUE
4307,"3","179","Retrieval",58,6,-45,"acoustic",3,TRUE
3524,"1","179","Retrieval",55,6,112.5,"willow",3,FALSE
4127,"3","179","Retrieval",46,6,90,"guitar",3,TRUE
3820,"3","179","Retrieval",13,6,-90,"choir",2,FALSE
4470,"4","179","Retrieval",11,6,-112.5,"choir",1,FALSE
3529,"4","179","Retrieval",15,6,67.5,"guitar",4,TRUE
4197,"2","179","Retrieval",165,7,22.5,"orch",1,FALSE
4615,"4","179","Retrieval",82,7,-22.5,"dar",1,FALSE
4249,"2","179","Retrieval",106,7,135,"ep",1,FALSE
4331,"4","179","Retrieval",30,7,-112.5,"orch",2,FALSE
4435,"2","179","Retrieval",80,7,-45,"dar",3,FALSE
3477,"1","179","Retrieval",122,7,0,"dar",1,TRUE
3529,"4","179","Retrieval",61,7,90,"synth",4,TRUE
5195,"4","179","Retrieval",140,7,-157.5,"synth",3,FALSE
4841,"1","179","Retrieval",123,7,157.5,"ep",3,FALSE
3506,"3","179","Retrieval",150,7,180,"ep",2,FALSE
4650,"1","179","Retrieval",163,7,-135,"synth",1,TRUE
3512,"4","179","Retrieval",87,7,112.5,"ep",1,FALSE
3460,"4","179","Retrieval",42,7,-90,"orch",4,TRUE
3512,"4","179","Retrieval",35,7,67.5,"synth",2,FALSE
4963,"4","179","Retrieval",174,7,45,"orch",1,FALSE
4238,"1","179","Retrieval",49,7,-67.5,"dar",3,FALSE
4081,"4","179","Retrieval",54,8,90,"synth",1,FALSE
4005,"3","179","Retrieval",155,8,-157.5,"synth",2,FALSE
4627,"2","179","Retrieval",8,8,67.5,"synth",2,TRUE
4975,"2","179","Retrieval",45,8,-67.5,"dar",4,FALSE
3762,"1","179","Retrieval",186,8,-135,"synth",2,FALSE
3466,"2","179","Retrieval",188,8,45,"orch",3,FALSE
3628,"1","179","Retrieval",99,8,135,"ep",1,TRUE
3924,"3","179","Retrieval",116,8,0,"dar",1,FALSE
4238,"4","179","Retrieval",138,8,180,"ep",3,FALSE
4389,"2","179","Retrieval",36,8,-90,"orch",4,FALSE
3646,"2","179","Retrieval",114,8,-22.5,"dar",2,TRUE
4122,"1","179","Retrieval",132,8,157.5,"ep",1,TRUE
3448,"4","179","Retrieval",56,8,-45,"dar",3,FALSE
3454,"1","179","Retrieval",86,8,112.5,"ep",2,FALSE
4934,"2","179","Retrieval",17,8,-112.5,"orch",2,TRUE
3558,"1","179","Retrieval",145,8,22.5,"orch",4,FALSE
4661,"1","179","Retrieval",101,9,135,"ep",1,TRUE
4087,"4","179","Retrieval",158,9,22.5,"orch",4,TRUE
4627,"2","179","Retrieval",51,9,90,"synth",4,FALSE
3553,"4","179","Retrieval",144,9,180,"ep",4,TRUE
3524,"1","179","Retrieval",103,9,-22.5,"dar",2,FALSE
3500,"1","179","Retrieval",50,9,67.5,"synth",3,FALSE
3506,"2","179","Retrieval",135,9,-157.5,"synth",1,FALSE
3855,"4","179","Retrieval",28,9,-112.5,"orch",2,FALSE
3971,"1","179","Retrieval",65,9,112.5,"ep",2,FALSE
3495,"2","179","Retrieval",64,9,-45,"dar",2,TRUE
3471,"2","179","Retrieval",33,9,-90,"orch",2,TRUE
3442,"2","179","Retrieval",126,9,0,"dar",1,FALSE
4087,"4","179","Retrieval",192,9,45,"orch",4,TRUE
5195,"4","179","Retrieval",117,9,157.5,"ep",2,FALSE
3860,"4","179","Retrieval",184,9,-135,"synth",4,TRUE
3547,"4","179","Retrieval",43,9,-67.5,"dar",4,TRUE
4975,"2","179","Retrieval",89,10,112.5,"synth",1,FALSE
4104,"1","179","Retrieval",102,10,-45,"orch",1,TRUE
4714,"3","179","Retrieval",109,10,135,"synth",4,FALSE
3529,"2","179","Retrieval",81,10,-67.5,"orch",2,TRUE
3512,"2","179","Retrieval",40,10,-90,"dar",4,FALSE
3477,"4","179","Retrieval",154,10,22.5,"dar",4,TRUE
3988,"1","179","Retrieval",16,10,67.5,"ep",3,FALSE
4934,"3","179","Retrieval",131,10,180,"synth",4,FALSE
4278,"4","179","Retrieval",177,10,-135,"ep",4,TRUE
5236,"4","179","Retrieval",173,10,-157.5,"ep",2,FALSE
4191,"1","179","Retrieval",125,10,157.5,"synth",4,FALSE
3529,"2","179","Retrieval",41,10,90,"ep",3,FALSE
3466,"3","179","Retrieval",162,10,45,"dar",3,TRUE
4464,"4","179","Retrieval",110,10,-22.5,"orch",4,TRUE
4087,"2","179","Retrieval",29,10,-112.5,"dar",2,TRUE
4116,"1","179","Retrieval",142,10,0,"orch",1,TRUE
4267,"4","179","Retrieval",6,11,67.5,"ep",3,FALSE
3593,"3","179","Retrieval",71,11,112.5,"synth",3,TRUE
3849,"3","179","Retrieval",85,11,-45,"orch",1,FALSE
4307,"1","179","Retrieval",189,11,-135,"ep",2,FALSE
3489,"4","179","Retrieval",95,11,135,"synth",3,FALSE
4104,"1","179","Retrieval",187,11,45,"dar",4,FALSE
4685,"1","179","Retrieval",2,11,-112.5,"dar",1,TRUE
3541,"1","179","Retrieval",176,11,-157.5,"ep",4,FALSE
4238,"1","179","Retrieval",34,11,-90,"dar",4,FALSE
3651,"1","179","Retrieval",74,11,-67.5,"orch",1,TRUE
4116,"2","179","Retrieval",128,11,180,"synth",3,FALSE
3936,"4","179","Retrieval",136,11,22.5,"dar",4,TRUE
3512,"2","179","Retrieval",127,11,157.5,"synth",4,FALSE
3599,"4","179","Retrieval",137,11,-22.5,"orch",1,FALSE
3495,"4","179","Retrieval",141,11,0,"orch",4,TRUE
3692,"2","179","Retrieval",26,11,90,"ep",4,FALSE
4569,"3","179","Retrieval",14,12,-112.5,"dar",3,TRUE
3587,"3","179","Retrieval",24,12,67.5,"ep",3,TRUE
4708,"3","179","Retrieval",91,12,-45,"orch",4,FALSE
4139,"1","179","Retrieval",100,12,135,"synth",1,TRUE
3477,"2","179","Retrieval",111,12,157.5,"synth",2,TRUE
3448,"4","179","Retrieval",70,12,112.5,"synth",4,TRUE
3947,"3","179","Retrieval",180,12,-135,"ep",4,FALSE
4185,"4","179","Retrieval",31,12,-90,"dar",4,TRUE
3965,"4","179","Retrieval",25,12,90,"ep",4,TRUE
4005,"3","179","Retrieval",129,12,180,"synth",1,FALSE
3553,"2","179","Retrieval",143,12,0,"orch",3,FALSE
3866,"3","179","Retrieval",57,12,-67.5,"orch",4,FALSE
3582,"2","179","Retrieval",147,12,22.5,"dar",2,TRUE
3471,"3","179","Retrieval",191,12,45,"dar",3,TRUE
3489,"1","179","Retrieval",166,12,-157.5,"ep",2,FALSE
3495,"2","179","Retrieval",134,12,-22.5,"orch",2,TRUE
NA,NA,"381","Retrieval",10,1,112.5,"choir",2,NA
3360,"3","381","Retrieval",105,1,-135,"acoustic",3,TRUE
3392,"1","381","Retrieval",148,1,-112.5,"acoustic",1,TRUE
3653,"2","381","Retrieval",46,1,-45,"guitar",3,FALSE
3808,"3","381","Retrieval",15,1,-67.5,"guitar",3,TRUE
3664,"3","381","Retrieval",62,1,157.5,"choir",3,TRUE
3749,"1","381","Retrieval",68,1,180,"choir",4,FALSE
3829,"2","381","Retrieval",38,1,135,"choir",2,TRUE
3307,"3","381","Retrieval",119,1,22.5,"willow",4,FALSE
4085,"3","381","Retrieval",167,1,90,"willow",3,TRUE
3237,"2","381","Retrieval",153,1,67.5,"willow",1,FALSE
4016,"2","381","Retrieval",84,1,0,"guitar",1,FALSE
3392,"4","381","Retrieval",175,1,-90,"acoustic",4,TRUE
3307,"3","381","Retrieval",152,1,45,"willow",3,TRUE
4469,"2","381","Retrieval",67,1,-22.5,"guitar",4,FALSE
4864,"2","381","Retrieval",79,1,-157.5,"acoustic",4,FALSE
3744,"2","381","Retrieval",3,2,-67.5,"guitar",2,TRUE
3419,"3","381","Retrieval",12,2,112.5,"choir",1,FALSE
3387,"4","381","Retrieval",73,2,-22.5,"guitar",4,TRUE
3451,"2","381","Retrieval",104,2,-135,"acoustic",4,FALSE
3963,"1","381","Retrieval",171,2,90,"willow",3,FALSE
4587,"1","381","Retrieval",156,2,67.5,"willow",2,FALSE
3787,"2","381","Retrieval",53,2,-45,"guitar",4,FALSE
3488,"3","381","Retrieval",72,2,180,"choir",2,FALSE
4987,"2","381","Retrieval",83,2,-157.5,"acoustic",2,TRUE
4709,"4","381","Retrieval",90,2,0,"guitar",2,FALSE
4341,"4","381","Retrieval",130,2,45,"willow",1,FALSE
3211,"1","381","Retrieval",169,2,-90,"acoustic",1,TRUE
3627,"1","381","Retrieval",13,2,135,"choir",1,TRUE
4389,"2","381","Retrieval",52,2,157.5,"choir",4,FALSE
3995,"1","381","Retrieval",118,2,22.5,"willow",1,TRUE
3957,"4","381","Retrieval",113,2,-112.5,"acoustic",1,FALSE
3451,"2","381","Retrieval",7,3,-67.5,"guitar",4,FALSE
4016,"3","381","Retrieval",149,3,45,"willow",3,TRUE
5109,"2","381","Retrieval",11,3,112.5,"choir",2,TRUE
3467,"1","381","Retrieval",157,3,67.5,"willow",1,TRUE
3781,"3","381","Retrieval",63,3,157.5,"choir",3,TRUE
4651,"1","381","Retrieval",96,3,-157.5,"acoustic",1,TRUE
3600,"1","381","Retrieval",69,3,180,"choir",3,FALSE
4160,"3","381","Retrieval",93,3,0,"guitar",1,FALSE
